#,STATE,STATE ABBREVIATION,DISTRICT,FEC ID,INCUMBENT INDICATOR,FIRST NAME,LAST NAME,"LAST NAME, FIRST",TOTAL VOTES,PARTY,PRIMARY,PRIMARY %,RUNOFF,RUNOFF %,GENERAL ,GENERAL %,GE RUNOFF,GE RUNOFF %,"COMBINED GE PARTY TOTALS (NY, SC)","COMBINED % (NY, SC)",Notes (See Endnotes Tab)
957,Idaho,ID,01,H6ID01185,,Larry,Grant,"Grant, Larry",,DEM,"10,885",74.78%,,,"103,935",44.80%,,,,,
958,Idaho,ID,01,H6ID01219,,"Cecil, III",Kelly,"Kelly, Cecil, III",,DEM,"3,671",25.22%,,,,,,,,,
959,Idaho,ID,01,,,,,,Party Votes:,DEM,"14,556",,,,,,,,,,
960,Idaho,ID,01,H6ID01201,,Dave,Olson,"Olson, Dave",,IND,,,,,"6,857",2.96%,,,,,
961,Idaho,ID,01,H6ID01235,,Andy,Hedden-Nicely,"Hedden-Nicely, Andy",,UNI,,,,,"2,882",1.24%,,,,,
962,Idaho,ID,01,H6ID01227,,Paul,Smith,"Smith, Paul",,CON,,,,,"2,457",1.06%,,,,,
963,Idaho,ID,01,,,,,,District Votes:,,"88,088",,,,"231,974",,,,,,
964,Idaho,ID,02,H8ID02064,(I),Mike,Simpson,"Simpson, Mike",,REP,"58,955",100.00%,,,"132,262",62.00%,,,,,
965,Idaho,ID,02,,,,,,Party Votes:,REP,"58,955",,,,,,,,,,
966,Idaho,ID,02,H6ID02142,,Jim,Hansen,"Hansen, Jim",,DEM,"13,300",100.00%,,,"73,441",34.43%,,,,,
967,Idaho,ID,02,,,,,,Party Votes:,DEM,"13,300",,,,,,,,,,
968,Idaho,ID,02,H2ID02167,,Cameron,Forth,"Forth, Cameron",,IND,,,,,"5,113",2.40%,,,,,
969,Idaho,ID,02,H6ID02159,,Travis J.,Hedrick,"Hedrick, Travis J.",,CON,,,,,"2,516",1.18%,,,,,
970,Idaho,ID,02,,,,,,District Votes:,,"72,255",,,,"213,332",,,,,,
971,Idaho,ID,H,,,,,,House Votes:,,"160,343",,,,"445,306",,,,,,
972,Illinois,IL,01,H2IL01042,(I),Bobby L.,Rush,"Rush, Bobby L.",,DEM,"81,593",81.58%,,,"146,623",84.06%,,,,,
973,Illinois,IL,01,H6IL01126,,Phillip,Jackson,"Jackson, Phillip",,DEM,"18,427",18.42%,,,,,,,,,
974,Illinois,IL,01,,,,,,Party Votes:,DEM,"100,020",,,,,,,,,,
975,Illinois,IL,01,H6IL01134,,Jason E.,Tabour,"Tabour, Jason E.",,REP,"6,494",100.00%,,,"27,804",15.94%,,,,,
976,Illinois,IL,01,,,,,,Party Votes:,REP,"6,494",,,,,,,,,,
977,Illinois,IL,01,,,,,,District Votes:,,"106,514",,,,"174,427",,,,,,
978,Illinois,IL,02,H6IL02124,(I),"Jesse L., Jr.",Jackson,"Jackson, Jesse L., Jr.",,DEM,"90,659",100.00%,,,"146,347",84.84%,,,,,
979,Illinois,IL,02,,,,,,Party Votes:,DEM,"90,659",,,,,,,,,,
980,Illinois,IL,02,H6IL02249,,Robert,Belin,"Belin, Robert",,REP,"3,829",58.39%,,,"20,395",11.82%,,,,,
981,Illinois,IL,02,H6IL02256,,Howard,Schug,"Schug, Howard",,REP,"2,729",41.61%,,,,,,,,,
982,Illinois,IL,02,,,,,,Party Votes:,REP,"6,558",,,,,,,,,,
983,Illinois,IL,02,H2IL02107,,Anthony W.,Williams,"Williams, Anthony W.",,LBT,12,100.00%,,,"5,748",3.33%,,,,,
984,Illinois,IL,02,,,,,,Party Votes:,LBT,12,,,,,,,,,,
985,Illinois,IL,02,,,,,,District Votes:,,"97,229",,,,"172,490",,,,,,
986,Illinois,IL,03,H4IL03077,(I),Daniel William,Lipinski,"Lipinski, Daniel William",,DEM,"44,401",54.45%,,,"127,768",77.10%,,,,,
987,Illinois,IL,03,H6IL03122,,John T.,Kelly,"Kelly, John T.",,DEM,"20,918",25.65%,,,,,,,,,
988,Illinois,IL,03,H6IL03114,,John P.,Sullivan,"Sullivan, John P.",,DEM,"16,231",19.90%,,,,,,,,,
989,Illinois,IL,03,,,,,,Party Votes:,DEM,"81,550",,,,,,,,,,
990,Illinois,IL,03,H0IL01111,,Raymond G.,Wardingley,"Wardingley, Raymond G.",,REP,"12,603",70.62%,,,"37,954",22.90%,,,,,
991,Illinois,IL,03,H4IL03028,,Arthur J.,Jones,"Jones, Arthur J.",,REP,"5,242",29.37%,,,,,,,,,
992,Illinois,IL,03,H0IL03042,,Richard Benedict,Mayers,"Mayers, Richard Benedict",,W(REP),2,0.01%,,,,,,,,,
993,Illinois,IL,03,,,,,,Party Votes:,REP,"17,847",,,,,,,,,,
994,Illinois,IL,03,,,,,,District Votes:,,"99,397",,,,"165,722",,,,,,
995,Illinois,IL,04,H2IL08039,(I),Luis V.,Gutierrez,"Gutierrez, Luis V.",,DEM,"36,915",100.00%,,,"69,910",85.84%,,,,,
996,Illinois,IL,04,,,,,,Party Votes:,DEM,"36,915",,,,,,,,,,
997,Illinois,IL,04,H6IL04120,,Ann ,Melichar,"Melichar, Ann ",,REP,"3,102",100.00%,,,"11,532",14.16%,,,,,
998,Illinois,IL,04,,,,,,Party Votes:,REP,"3,102",,,,,,,,,,
999,Illinois,IL,04,,,,,,District Votes:,,"40,017",,,,"81,442",,,,,,
1000,Illinois,IL,05,H2IL05092,(I),Rahm,Emanuel,"Emanuel, Rahm",,DEM,"53,727",83.10%,,,"114,319",77.99%,,,,,
1001,Illinois,IL,05,H2IL05142,,Mark Arnold,Fredrickson,"Fredrickson, Mark Arnold",,DEM,"6,050",9.36%,,,,,,,,,
1002,Illinois,IL,05,H6IL05135,,John (Johnny Hap),Haptonstall,"Haptonstall, John (Johnny Hap)",,DEM,"4,876",7.54%,,,,,,,,,
1003,Illinois,IL,05,,,,,,Party Votes:,DEM,"64,653",,,,,,,,,,
1004,Illinois,IL,05,H6IL05143,,Kevin Edward,White,"White, Kevin Edward",,REP,"9,567",100.00%,,,"32,250",22.00%,,,,,
1005,Illinois,IL,05,,,,,,Party Votes:,REP,"9,567",,,,,,,,,,
1006,Illinois,IL,05,,,John,Houlihan,"Houlihan, John",,W,,,,,12,0.01%,,,,,
1007,Illinois,IL,05,,,,,,District Votes:,,"74,220",,,,"146,581",,,,,,
1008,Illinois,IL,06,H6IL06117,,Peter J.,Roskam,"Roskam, Peter J.",,REP ,"50,794",100.00%,,,"91,382",51.35%,,,,,
1009,Illinois,IL,06,,,,,,Party Votes:,REP ,"50,794",,,,,,,,,,
1010,Illinois,IL,06,H6IL06141,,L. Tammy ,Duckworth,"Duckworth, L. Tammy ",,DEM,"14,283",43.85%,,,"86,572",48.65%,,,,,
1011,Illinois,IL,06,H4IL06096,,Christine ,Cegelis,"Cegelis, Christine ",,DEM,"13,159",40.40%,,,,,,,,,
1012,Illinois,IL,06,H6IL06133,,Lindy,Scott,"Scott, Lindy",,DEM,"5,133",15.76%,,,,,,,,,
1013,Illinois,IL,06,,,,,,Party Votes:,DEM,"32,575",,,,,,,,,,
1014,Illinois,IL,06,,,Patricia Elaine,Beard,"Beard, Patricia Elaine",,W,,,,,3,0.00%,,,,,
1015,Illinois,IL,06,,,,,,District Votes:,,"83,369",,,,"177,957",,,,,,
1016,Illinois,IL,07,H4IL07037,(I),Danny K.,Davis,"Davis, Danny K.",,DEM,"77,287",88.98%,,,"143,071",86.70%,,,,,
1017,Illinois,IL,07,H6IL07263,,Jim,Ascot,"Ascot, Jim",,DEM,"6,646",7.65%,,,,,,,,,
1018,Illinois,IL,07,H0IL07084,,Robert ,Dallas,"Dallas, Robert ",,DEM,"2,921",3.36%,,,,,,,,,
1019,Illinois,IL,07,,,,,,Party Votes:,DEM,"86,854",,,,,,,,,,
1020,Illinois,IL,07,H6IL07271,,Charles ,Hutchinson,"Hutchinson, Charles ",,REP,"6,586",100.00%,,,"21,939",13.30%,,,,,
1021,Illinois,IL,07,,,,,,Party Votes:,REP,"6,586",,,,,,,,,,
1022,Illinois,IL,07,,,Lowell M.,Seida,"Seida, Lowell M.",,W,,,,,1,0.00%,,,,,
1023,Illinois,IL,07,,,,,,District Votes:,,"93,440",,,,"165,011",,,,,,
1024,Illinois,IL,08,H2IL08088,(I),Melissa ,Bean,"Bean, Melissa ",,DEM,"23,375",100.00%,,,"93,355",50.90%,,,,,
1025,Illinois,IL,08,,,,,,Party Votes:,DEM,"23,375",,,,,,,,,,
1026,Illinois,IL,08,H8IL08044, ,David ,McSweeney,"McSweeney, David ",,REP,"25,085",42.92%,,,"80,720",44.01%,,,,,
1027,Illinois,IL,08,H6IL08105,,Kathy ,Salvi,"Salvi, Kathy ",,REP ,"19,370",33.14%,,,,,,,,,
1028,Illinois,IL,08,H6IL08121,,Robert W.,Churchill,"Churchill, Robert W.",,REP,"9,169",15.69%,,,,,,,,,
1029,Illinois,IL,08,H6IL08097,,Aaron B.,Lincoln,"Lincoln, Aaron B.",,REP,"2,630",4.50%,,,,,,,,,
1030,Illinois,IL,08,H6IL08113,,Ken ,Arnold,"Arnold, Ken ",,REP,"1,275",2.18%,,,,,,,,,
1031,Illinois,IL,08,H6IL08139,,"James Creighton, Jr.",Mitchell,"Mitchell, James Creighton, Jr.",,REP,921,1.58%,,,,,,,,,
1032,Illinois,IL,08,,,,,,Party Votes:,REP,"58,450",,,,,,,,,,
1033,Illinois,IL,08,H4IL08092,,Bill,Scheurer,"Scheurer, Bill",,MOD,,,,,"9,312",5.08%,,,,,
1034,Illinois,IL,08,,,Jonathan,Farnick,"Farnick, Jonathan",,W,,,,,7,0.00%,,,,,
1035,Illinois,IL,08,,,,,,District Votes:,,"81,825",,,,"183,394",,,,,,
1036,Illinois,IL,09,H8IL09067,(I),Janice D.,Schakowsky,"Schakowsky, Janice D.",,DEM,"57,490",100.00%,,,"122,852",74.59%,,,,,
1037,Illinois,IL,09,,,,,,Party Votes:,DEM,"57,490",,,,,,,,,,
1038,Illinois,IL,09,H6IL09111,,Michael P.,Shannon,"Shannon, Michael P.",,REP,"13,482",84.97%,,,"41,858",25.41%,,,,,
1039,Illinois,IL,09,H6IL09129,,Simon M.,Ribeiro,"Ribeiro, Simon M.",,REP/W,"2,385",15.03%,,,3,0.00%,,,,,
1040,Illinois,IL,09,,,,,,Party Votes:,REP,"15,867",,,,,,,,,,
1041,Illinois,IL,09,,,,,,District Votes:,,"73,357",,,,"164,713",,,,,,
1042,Illinois,IL,10,H0IL10120,(I),Mark Steven,Kirk,"Kirk, Mark Steven",,REP,"36,115",99.96%,,,"107,929",53.38%,,,,,
1043,Illinois,IL,10,H6IL10127,,Phil,Collins,"Collins, Phil",,W(REP),13,0.04%,,,,,,,,,
1044,Illinois,IL,10,,,,,,Party Votes:,REP,"36,128",,,,,,,,,,
1045,Illinois,IL,10 ,H6IL10119,,Daniel J.,Seals,"Seals, Daniel J.",,DEM,"23,462",70.76%,,,"94,278",46.62%,,,,,
1046,Illinois,IL,10,H6IL10093, ,Zane,Smith,"Smith, Zane",,DEM,"9,694",29.24%,,,,,,,,,
1047,Illinois,IL,10,,,,,,Party Votes:,DEM,"33,156",,,,,,,,,,
1048,Illinois,IL,10,,,Arthur C.,Brumfield,"Brumfield, Arthur C.",,W,,,,,1,0.00%,,,,,
1049,Illinois,IL,10,,,,,,District Votes:,,"69,284",,,,"202,208",,,,,,
1050,Illinois,IL,11,H4IL11096,(I),"Gerald C. "Jerry"""erald ",Weller,"Weller, Gerald C. "Jerry"""eller,",,REP ,"45,954",100.00%,,,"109,009",55.10%,,,,,
1051,Illinois,IL,11,,,,,,Party Votes:,REP ,"45,954",,,,,,,,,,
1052,Illinois,IL,11,H6IL11109,,John ,Pavich,"Pavich, John ",,DEM,"29,436",100.00%,,,"88,846",44.90%,,,,,
1053,Illinois,IL,11,,,,,,Party Votes:,DEM,"29,436",,,,,,,,,,
1054,Illinois,IL,11,,,Alaka,Waikar,"Waikar, Alaka",,W,,,,,1,0.00%,,,,,
1055,Illinois,IL,11,,,,,,District Votes:,,"75,390",,,,"197,856",,,,,,
1056,Illinois,IL,12,H8IL21021,(I),Jerry F.,Costello,"Costello, Jerry F.",,DEM,"45,600",90.13%,,,"157,802",100.00%,,,,,
1057,Illinois,IL,12,H8IL12053,,Kenneth Charles,Wiezer,"Wiezer, Kenneth Charles",,DEM,"4,991",9.87%,,,,,,,,,
1058,Illinois,IL,12,,,,,,Party Votes:,DEM,"50,591",,,,,,,,,,
1059,Illinois,IL,12,,,W. K. ,Siglar,"Siglar, W. K. ",,W,,,,,7,0.00%,,,,,
1060,Illinois,IL,12,,,,,,District Votes:,,"50,591",,,,"157,809",,,,,,
1061,Illinois,IL,13,H8IL13069,(I),Judy ,Biggert,"Biggert, Judy ",,REP,"52,900",79.59%,,,"119,720",58.33%,,,,,
1062,Illinois,IL,13,H4IL13167,,Bob,Hart,"Hart, Bob",,REP,"13,564",20.41%,,,,,,,,,
1063,Illinois,IL,13,,,,,,Party Votes:,REP,"66,464",,,,,,,,,,
1064,Illinois,IL,13,H6IL13105,,Joseph ,Shannon,"Shannon, Joseph ",,DEM,"17,919",56.51%,,,"85,507",41.66%,,,,,
1065,Illinois,IL,13,H6IL13097,,Bill ,Reedy,"Reedy, Bill ",,DEM,"13,789",43.49%,,,,,,,,,
1066,Illinois,IL,13,,,,,,Party Votes:,DEM,"31,708",,,,,,,,,,
1067,Illinois,IL,13,,,Mark Alan,Mastrogiovanni,"Mastrogiovanni, Mark Alan",,W,,,,,7,0.00%,,,,,
1068,Illinois,IL,13,,,,,,District Votes:,,"98,172",,,,"205,234",,,,,,
1069,Illinois,IL,14,H6IL14095,(I),J. Dennis ,Hastert,"Hastert, J. Dennis ",,REP,"69,198",100.00%,,,"117,870",59.79%,,,,,
1070,Illinois,IL,14,,,,,,Party Votes:,REP,"69,198",,,,,,,,,,
1071,Illinois,IL,14,H6IL14111,,"Jonathan "John"""onath",Laesch,"Laesch, Jonathan "John"""aesch",,DEM,"15,022",65.80%,,,"79,274",40.21%,,,,,
1072,Illinois,IL,14,H4IL14108,,Ruben ,Kanhai-Zamora,"Kanhai-Zamora, Ruben ",,DEM,"7,809",34.20%,,,,,,,,,
1073,Illinois,IL,14,,,,,,Party Votes:,DEM,"22,831",,,,,,,,,,
1074,Illinois,IL,14,,,,,,District Votes:,,"92,029",,,,"197,144",,,,,,
1075,Illinois,IL,15,H0IL15053,(I),Timothy V.,Johnson,"Johnson, Timothy V.",,REP,"55,833",100.00%,,,"116,810",57.59%,,,,,
1076,Illinois,IL,15,,,,,,Party Votes:,REP,"55,833",,,,,,,,,,
1077,Illinois,IL,15,H4IL15055,,David ,Gill,"Gill, David ",,DEM ,"17,571",100.00%,,,"86,025",42.41%,,,,,
1078,Illinois,IL,15,,,,,,Party Votes:,DEM ,"17,571",,,,,,,,,,
1079,Illinois,IL,15,,,,,,District Votes:,,"73,404",,,,"202,835",,,,,,
1080,Illinois,IL,16,H0IL16085,(I),Donald A.,Manzullo,"Manzullo, Donald A.",,REP,"60,440",100.00%,,,"125,951",63.58%,,,,,
1081,Illinois,IL,16,,,,,,Party Votes:,REP,"60,440",,,,,,,,,,
1082,Illinois,IL,16,H6IL16066,,Richard D.,Auman,"Auman, Richard D.",,DEM,"27,749",100.00%,,,"63,627",32.12%,,,,,
1083,Illinois,IL,16,,,,,,Party Votes:,DEM,"27,749",,,,,,,,,,
1084,Illinois,IL,16,,,General John,Borling,"Borling, General John",,W,,,,,"8,523",4.30%,,,,,
1085,Illinois,IL,16,,,,,,District Votes:,,"88,189",,,,"198,101",,,,,,
1086,Illinois,IL,17,H6IL17155,,Phil,Hare,"Hare, Phil",,DEM,#,,,,"115,025",57.17%,,,,,7
1087,Illinois,IL,17,H2IL19010,(I),Lane A.,Evans,"Evans, Lane A.",,DEM,"38,780",100.00%,,,,,,,,,7
1088,Illinois,IL,17,,,,,,Party Votes:,DEM,"38,780",,,,,,,,,,
1089,Illinois,IL,17,H4IL17069,,Andrea ,Zinga,"Zinga, Andrea ",,REP,"13,287",42.19%,,,"86,161",42.83%,,,,,
1090,Illinois,IL,17,H6IL17130,,Jim,Mowen,"Mowen, Jim",,REP,"12,962",41.16%,,,,,,,,,
1091,Illinois,IL,17,H6IL17148,,Brian S.,Gilliland,"Gilliland, Brian S.",,REP,"5,241",16.64%,,,,,,,,,
1092,Illinois,IL,17,,,,,,Party Votes:,REP,"31,490",,,,,,,,,,
1093,Illinois,IL,17,,,,,,District Votes:,,"70,270",,,,"201,186",,,,,,
1094,Illinois,IL,18 ,H4IL18059,(I),Ray ,LaHood,"LaHood, Ray ",,REP ,"49,400",100.00%,,,"150,194",67.28%,,,,,
1095,Illinois,IL,18 ,,,,,,Party Votes:,REP ,"49,400",,,,,,,,,,
1096,Illinois,IL,18 ,H4IL18091,,Steve,Waterworth,"Waterworth, Steve",,DEM,"21,798",100.00%,,,"73,052",32.72%,,,,,
1097,Illinois,IL,18 ,,,,,,Party Votes:,DEM,"21,798",,,,,,,,,,
1098,Illinois,IL,18 ,,,,,,District Votes:,,"71,198",,,,"223,246",,,,,,
1099,Illinois,IL,19,H2IL20042,(I),John M.,Shimkus,"Shimkus, John M.",,REP,"42,588",99.83%,,,"143,491",60.71%,,,,,
1100,Illinois,IL,19,H6IL19110,,Don,Grimes,"Grimes, Don",,W(REP),74,0.17%,,,,,,,,,
1101,Illinois,IL,19,,,,,,Party Votes:,REP,"42,662",,,,,,,,,,
1102,Illinois,IL,19,H6IL19094,,Danny L.,Stover,"Stover, Danny L.",,DEM,"20,555",61.56%,,,"92,861",39.29%,,,,,
1103,Illinois,IL,19,H6IL19086,,Vic ,Roberts,"Roberts, Vic ",,DEM,"12,835",38.44%,,,,,,,,,
1104,Illinois,IL,19,,,,,,Party Votes:,DEM,"33,390",,,,,,,,,,
1105,Illinois,IL,19,,,,,,District Votes:,,"76,052",,,,"236,352",,,,,,
1106,Illinois,IL,H,,,,,,House Votes:,,"1,513,953",,,,"3,453,708",,,,,,
1107,Indiana,IN,S,S4IN00014,(I),Richard G.,Lugar,"Lugar, Richard G.",,REP,"393,960",100.00%,,,"1,171,553",87.36%,,,,,
1108,Indiana,IN,S,,,,,,Party Votes:,REP,"393,960",,,,,,,,,,
1109,Indiana,IN,S,S6IN00142,,Steve,Osborn,"Osborn, Steve",,LBT,*,,,,"168,820",12.59%,,,,,8
1110,Indiana,IN,S,S6IN00167,,Mark ,Pool,"Pool, Mark",,W,,,,,444,0.03%,,,,,
1111,Indiana,IN,S,S6IN00159,,Jack H.,Baldwin,"Baldwin, Jack H.",,W,,,,,294,0.02%,,,,,
1112,Indiana,IN,S,,,,,,Senate Votes:,,"393,960",,,,"1,341,111",,,,,,
1113,Indiana,IN,01,H4IN01012,(I),Peter J.,Visclosky,"Visclosky, Peter J.",,DEM,"55,144",100.00%,,,"104,195",69.65%,,,,,
1114,Indiana,IN,01,,,,,,Party Votes:,DEM,"55,144",,,,,,,,,,
1115,Indiana,IN,01,H8IN01096,,Mark J.,Leyva,"Leyva, Mark J.",,REP,"8,416",43.81%,,,"40,146",26.83%,,,,,
1116,Indiana,IN,01,H6IN01173,,Richard (Ric),Holtz,"Holtz, Richard (Ric)",,REP,"4,761",24.78%,,,,,,,,,
1117,Indiana,IN,01,H6IN01165,,Lewis (149 Farmer),Hass,"Hass, Lewis (149 Farmer)",,REP,"3,576",18.62%,,,,,,,,,
1118,Indiana,IN,01,H6IN01157,,Jayson,Reeves,"Reeves, Jayson",,REP,"2,457",12.79%,,,,,,,,,
1119,Indiana,IN,01,,,,,,Party Votes:,REP,"19,210",,,,,,,,,,
1120,Indiana,IN,01,H6IN01181,,Charles,Barman,"Barman, Charles",,IND,,,,,"5,266",3.52%,,,,,
1121,Indiana,IN,01,,,,,,District Votes:,,"74,354",,,,"149,607",,,,,,
1122,Indiana,IN,02,H4IN02101,,Joe,Donnelly,"Donnelly, Joe",,DEM,"30,589",82.97%,,,"103,561",53.98%,,,,,
1123,Indiana,IN,02,H6IN02148,,Steve,Francis,"Francis, Steve",,DEM,"6,280",17.03%,,,,,,,,,
1124,Indiana,IN,02,,,,,,Party Votes:,DEM,"36,869",,,,,,,,,,
1125,Indiana,IN,02,H2IN03111,(I),J. Christopher,Chocola,"Chocola, J. Christopher",,REP,"25,139",70.11%,,,"88,300",46.02%,,,,,
1126,Indiana,IN,02,H4IN02119,,Tony,Zirkle,"Zirkle, Tony",,REP,"10,716",29.89%,,,,,,,,,
1127,Indiana,IN,02,,,,,,Party Votes:,REP,"35,855",,,,,,,,,,
1128,Indiana,IN,02,,,,,,District Votes:,,"72,724",,,,"191,861",,,,,,
1129,Indiana,IN,03,H4IN04099,(I),Mark E.,Souder,"Souder, Mark E.",,REP,"39,449",71.34%,,,"95,421",54.28%,,,,,
1130,Indiana,IN,03,H2IN03145,,William,Larsen,"Larsen, William",,REP,"15,845",28.66%,,,,,,,,,
1131,Indiana,IN,03,,,,,,Party Votes:,REP,"55,294",,,,,,,,,,
1132,Indiana,IN,03,H6IN03161,,Thomas E.,Hayhurst,"Hayhurst, Thomas E.",,DEM,"12,556",66.40%,,,"80,357",45.72%,,,,,
1133,Indiana,IN,03,H6IN00027,,Kevin,Boyd,"Boyd, Kevin",,DEM,"2,494",13.19%,,,,,,,,,
1134,Indiana,IN,03,H6IN03187,,Thomas Allen,Schrader,"Schrader, Thomas Allen",,DEM,"1,979",10.47%,,,,,,,,,
1135,Indiana,IN,03,H6IN03195,,Edward W. ,Smith,"Smith, Edward W. ",,DEM,"1,881",9.95%,,,,,,,,,
1136,Indiana,IN,03,,,,,,Party Votes:,DEM,"18,910",,,,,,,,,,
1137,Indiana,IN,03,,,,,,District Votes:,,"74,204",,,,"175,778",,,,,,
1138,Indiana,IN,04,H2IN05025,(I),Steve,Buyer,"Buyer, Steve",,REP,"50,695",72.95%,,,"111,057",62.38%,,,,,
1139,Indiana,IN,04,H4IN04156,,Mike ,Campbell,"Campbell, Mike ",,REP,"18,799",27.05%,,,,,,,,,
1140,Indiana,IN,04,,,,,,Party Votes:,REP,"69,494",,,,,,,,,,
1141,Indiana,IN,04,H4IN04149,,David Avram,Sanders ,"Sanders , David Avram",,DEM,"7,522",50.88%,,,"66,986",37.62%,,,,,
1142,Indiana,IN,04,H6IN04136,,Rick ,Cornstuble ,"Cornstuble , Rick ",,DEM,"3,828",25.89%,,,,,,,,,
1143,Indiana,IN,04,H6IN04144,,Darin S.,Kinser,"Kinser, Darin S.",,DEM,"3,433",23.22%,,,,,,,,,
1144,Indiana,IN,04,,,,,,Party Votes:,DEM,"14,783",,,,,,,,,,
1145,Indiana,IN,04,,,,,,District Votes:,,"84,277",,,,"178,043",,,,,,
1146,Indiana,IN,05,H6IN05174,,Katherine Fox ,Carr,"Carr, Katherine Fox ",,DEM,"7,039",38.41%,,,"64,362",31.41%,,,,,
1147,Indiana,IN,05,H6IN03179,,Michael ,Clements,"Clements, Michael ",,DEM,"4,742",25.88%,,,,,,,,,
1148,Indiana,IN,05,H6IN05166,,Mike ,Brown,"Brown, Mike ",,DEM,"4,590",25.05%,,,,,,,,,
1149,Indiana,IN,05,H6IN05182,,Thomas E. ,Williams,"Williams, Thomas E. ",,DEM,"1,953",10.66%,,,,,,,,,
1150,Indiana,IN,05,,,,,,Party Votes:,DEM,"18,324",,,,,,,,,,
1151,Indiana,IN,05,H2IN06023,(I),Dan,Burton,"Burton, Dan",,REP,"61,150",83.95%,,,"133,118",64.96%,,,,,
1152,Indiana,IN,05,H4IN05070,,Clayton L. (C.L. Jim) ,Alfred,"Alfred, Clayton L. (C.L. Jim) ",,REP,"6,869",9.43%,,,,,,,,,
1153,Indiana,IN,05,H4IN05088,,Victor D.,Wakley,"Wakley, Victor D.",,REP,"4,822",6.62%,,,,,,,,,
1154,Indiana,IN,05,,,,,,Party Votes:,REP,"72,841",,,,,,,,,,
1155,Indiana,IN,05,H6IN05190,,Sheri Conover,Sharlow,"Sharlow, Sheri Conover",,LBT,*,,,,"7,431",3.63%,,,,,8
1156,Indiana,IN,05,H6IN05208,,John,Miller,"Miller, John",,W(IND),,,,,18,0.01%,,,,,
1157,Indiana,IN,05,,,,,,District Votes:,,"91,165",,,,"204,929",,,,,,
1158,Indiana,IN,06,H8IN02060 ,(I),Mike ,Pence,"Pence, Mike ",,REP,"52,188",86.13%,,,"115,266",60.01%,,,,,
1159,Indiana,IN,06,H6IN06024,,George T. ,Holland,"Holland, George T. ",,REP,"8,406",13.87%,,,,,,,,,
1160,Indiana,IN,06,,,,,,Party Votes:,REP,"60,594",,,,,,,,,,
1161,Indiana,IN,06,H6IN06149,,Barry A. ,Welsh,"Welsh, Barry A. ",,DEM,"23,525",69.50%,,,"76,812",39.99%,,,,,
1162,Indiana,IN,06,H6IN06156,,Ralph ,Spelbring,"Spelbring, Ralph ",,DEM,"10,324",30.50%,,,,,,,,,
1163,Indiana,IN,06,,,,,,Party Votes:,DEM,"33,849",,,,,,,,,,
1164,Indiana,IN,06,,,,,,District Votes:,,"94,443",,,,"192,078",,,,,,
1165,Indiana,IN,07,H6IN10141,(I),Julia M.,Carson,"Carson, Julia M.",,DEM,"29,503",81.32%,,,"74,750",53.76%,,,,,
1166,Indiana,IN,07,H6IN07295,,Kris ,Kiser,"Kiser, Kris ",,DEM,"4,052",11.17%,,,,,,,,,
1167,Indiana,IN,07,H6IN07329,,Bob,Hidalgo,"Hidalgo, Bob",,DEM,"1,690",4.66%,,,,,,,,,
1168,Indiana,IN,07,H6IN07345,,"Joseph Charles (Hippie Joe), III",Stockett,"Stockett, Joseph Charles (Hippie Joe), III",,DEM,730,2.01%,,,,,,,,,
1169,Indiana,IN,07,H6IN07337,,Pierre Quincy ,Pullins,"Pullins, Pierre Quincy ",,DEM,306,0.84%,,,,,,,,,
1170,Indiana,IN,07,,,,,,Party Votes:,DEM,"36,281",,,,,,,,,,
1171,Indiana,IN,07,H6IN07352,,Eric ,Dickerson,"Dickerson, Eric ",,REP,"11,336",54.09%,,,"64,304",46.24%,,,,,
1172,Indiana,IN,07,H6IN07303,,Ronald V.,Franklin,"Franklin, Ronald V.",,REP,"4,516",21.55%,,,,,,,,,
1173,Indiana,IN,07,H6IN07311,,John ,Bauer,"Bauer, John ",,REP,"3,834",18.29%,,,,,,,,,
1174,Indiana,IN,07,H6IN07360,,Michael A. ,Simpson,"Simpson, Michael A. ",,REP,"1,273",6.07%,,,,,,,,,
1175,Indiana,IN,07,,,,,,Party Votes:,REP,"20,959",,,,,,,,,,
1176,Indiana,IN,07,,,,,,District Votes:,,"57,240",,,,"139,054",,,,,,
1177,Indiana,IN,08,H6IN08210,,Brad ,Ellsworth,"Ellsworth, Brad ",,DEM,"45,765",100.00%,,,"131,019",61.02%,,,,,
1178,Indiana,IN,08,,,,,,Party Votes:,DEM,"45,765",,,,,,,,,,
1179,Indiana,IN,08,H4IN08108,(I),John N.,Hostettler,"Hostettler, John N.",,REP,"32,018",100.00%,,,"83,704",38.98%,,,,,
1180,Indiana,IN,08,,,,,,Party Votes:,REP,"32,018",,,,,,,,,,
1181,Indiana,IN,08,,,,,,District Votes:,,"77,783",,,,"214,723",,,,,,
1182,Indiana,IN,09,H8IN09032,,Baron P.,Hill,"Hill, Baron P.",,DEM,"53,883",79.16%,,,"110,454",50.01%,,,,,
1183,Indiana,IN,09,H6IN09085,,Gretchen,Clearwater,"Clearwater, Gretchen",,DEM,"9,415",13.83%,,,,,,,,,
1184,Indiana,IN,09,H0IN09039,,Lendall B.,Terry,"Terry, Lendall B.",,DEM,"2,501",3.67%,,,,,,,,,
1185,Indiana,IN,09,H6IN09101,,John (Cosmo),Hockersmith,"Hockersmith, John (Cosmo)",,DEM,"2,267",3.33%,,,,,,,,,
