1,STATE ABBREVIATION,STATE,D,FEC ID#,(I),CANDIDATE NAME (First),CANDIDATE NAME (Last),CANDIDATE NAME,TOTAL VOTES,PARTY,PRIMARY VOTES,PRIMARY %,RUNOFF VOTES,RUNOFF %,GENERAL VOTES ,GENERAL %,GE RUNOFF ELECTION VOTES (LA),GE RUNOFF ELECTION % (LA),"COMBINED GE PARTY TOTALS (CT, NY, SC)","COMBINED % (CT, NY, SC)",GE WINNER INDICATOR,FOOTNOTES
3047,TX,Texas,4,H4TX04138,,Brent,Lawson,"Lawson, Brent",,R,"2,290",3.48%,,,,,,,,,,
3048,TX,Texas,4,H4TX04120,,Tony,Arterburn,"Arterburn, Tony",,R,"1,252",1.91%,,,,,,,,,,
3049,TX,Texas,4,n/a,,,,,Party Votes:,R,"65,720",,"42,170",,,,,,,,,
3050,TX,Texas,4,H4TX04146,,J. P.,Raley,"Raley, J. P. #",,LIB,#,,,,,,,,,,,"* The Green and Libertarian Parties nominated by convention. The convention dates were March 15, 2014, for single county U.S. House Districts 2, 3, 7, 16, 18, 20, 29 and 30; and March 22, 2014, for multi-county U.S. House Districts 1, 4-6, 8-15, 17, 19, 21-28, 31-36.  Convention nominees are noted with an asterisk. # Clark Patterson, Cecil Ince and J.P. Raley withdrew after the Libertarian Party conventions."
3051,TX,Texas,4,n/a,,,,,District Votes:,,"65,720",,"42,170",,"115,085",,,,,,,
3052,TX,Texas,,n/a,,,,,,,,,,,,,,,,,,
3053,TX,Texas,5,H2TX05121,(I),Jeb,Hensarling,"Hensarling, Jeb",,R,"41,634",100.00%,,,"88,998",85.36%,,,,,W,
3054,TX,Texas,5,n/a,,,,,Party Votes:,R,"41,634",,,,,,,,,,,
3055,TX,Texas,5,H8TX05052,,Ken,Ashby,"Ashby, Ken",,LIB,*,,,,"15,264",14.64%,,,,,,"* The Green and Libertarian Parties nominated by convention. The convention dates were March 15, 2014, for single county U.S. House Districts 2, 3, 7, 16, 18, 20, 29 and 30; and March 22, 2014, for multi-county U.S. House Districts 1, 4-6, 8-15, 17, 19, 21-28, 31-36.  Convention nominees are noted with an asterisk."
3056,TX,Texas,5,n/a,,,,,District Votes:,,"41,634",,,,"104,262",,,,,,,
3057,TX,Texas,,n/a,,,,,,,,,,,,,,,,,,
3058,TX,Texas,6,H4TX06117,(I),Joe,Barton,"Barton, Joe",,R,"32,618",72.66%,,,"92,334",61.15%,,,,,W,
3059,TX,Texas,6,H2TX06111,,Frank C.,Kuchar,"Kuchar, Frank C.",,R,"12,272",27.34%,,,,,,,,,,
3060,TX,Texas,6,n/a,,,,,Party Votes:,R,"44,890",,,,,,,,,,,
3061,TX,Texas,6,H0TX06065,,David E.,Cozad,"Cozad, David E.",,D,"11,727",100.00%,,,"55,027",36.44%,,,,,,
3062,TX,Texas,6,n/a,,,,,Party Votes:,D,"11,727",,,,,,,,,,,
3063,TX,Texas,6,H2TX06160,,Hugh,Chauvin,"Chauvin, Hugh",,LIB,*,,,,"3,635",2.41%,,,,,,"* The Green and Libertarian Parties nominated by convention. The convention dates were March 15, 2014, for single county U.S. House Districts 2, 3, 7, 16, 18, 20, 29 and 30; and March 22, 2014, for multi-county U.S. House Districts 1, 4-6, 8-15, 17, 19, 21-28, 31-36.  Convention nominees are noted with an asterisk."
3064,TX,Texas,6,n/a,,,,,District Votes:,,"56,617",,,,"150,996",,,,,,,
3065,TX,Texas,7,H0TX07055,(I),John,Culberson,"Culberson, John",,R,"31,065",100.00%,,,"90,606",63.26%,,,,,W,
3066,TX,Texas,7,n/a,,,,,Party Votes:,R,"31,065",,,,,,,,,,,
3067,TX,Texas,7,H2TX07036,,James,Cargas,"Cargas, James",,D,"4,098",62.19%,,,"49,478",34.55%,,,,,,
3068,TX,Texas,7,H0TX07147,,Lissa,Squiers,"Squiers, Lissa",,D,"2,491",37.81%,,,,,,,,,,
3069,TX,Texas,7,n/a,,,,,Party Votes:,D,"6,589",,,,,,,,,,,
3070,TX,Texas,7,H4TX07073,,Gerald,Fowler,"Fowler, Gerald",,LIB,*,,,,"3,135",2.19%,,,,,,"* The Green and Libertarian Parties nominated by convention. The convention dates were March 15, 2014, for single county U.S. House Districts 2, 3, 7, 16, 18, 20, 29 and 30; and March 22, 2014, for multi-county U.S. House Districts 1, 4-6, 8-15, 17, 19, 21-28, 31-36.  Convention nominees are noted with an asterisk."
3071,TX,Texas,7,n/a,,,,,District Votes:,,"37,654",,,,"143,219",,,,,,,
3072,TX,Texas,,n/a,,,,,,,,,,,,,,,,,,
3073,TX,Texas,8,H6TX08100,(I),Kevin,Brady,"Brady, Kevin",,R,"42,368",68.27%,,,"125,066",89.32%,,,,,W,
3074,TX,Texas,8,H4TX08089,,Craig,McMichael,"McMichael, Craig",,R,"19,687",31.73%,,,,,,,,,,
3075,TX,Texas,8,n/a,,,,,Party Votes:,R,"62,055",,,,,,,,,,,
3076,TX,Texas,8,H4TX08105,,Ken,Petty,"Petty, Ken",,LIB,*,,,,"14,947",10.68%,,,,,,"* The Green and Libertarian Parties nominated by convention. The convention dates were March 15, 2014, for single county U.S. House Districts 2, 3, 7, 16, 18, 20, 29 and 30; and March 22, 2014, for multi-county U.S. House Districts 1, 4-6, 8-15, 17, 19, 21-28, 31-36.  Convention nominees are noted with an asterisk."
3077,TX,Texas,8,H4TX08097,,Russ,Jones,"Jones, Russ",,LIB,,,,,,,,,,,,"* The Green and Libertarian Parties nominated by convention. The convention dates were March 15, 2014, for single county U.S. House Districts 2, 3, 7, 16, 18, 20, 29 and 30; and March 22, 2014, for multi-county U.S. House Districts 1, 4-6, 8-15, 17, 19, 21-28, 31-36.  Convention nominees are noted with an asterisk."
3078,TX,Texas,8,n/a,,,,,District Votes:,,"62,055",,,,"140,013",,,,,,,
3079,TX,Texas,,n/a,,,,,,,,,,,,,,,,,,
3080,TX,Texas,9,H4TX09095,(I),Al,Green,"Green, Al",,D,"13,442",100.00%,,,"78,109",90.82%,,,,,W,
3081,TX,Texas,9,n/a,,,,,Party Votes:,D,"13,442",,,,,,,,,,,
3082,TX,Texas,9,H4TX09129,,Johnny,Johnson,"Johnson, Johnny",,LIB,*,,,,"7,894",9.18%,,,,,,"* The Green and Libertarian Parties nominated by convention. The convention dates were March 15, 2014, for single county U.S. House Districts 2, 3, 7, 16, 18, 20, 29 and 30; and March 22, 2014, for multi-county U.S. House Districts 1, 4-6, 8-15, 17, 19, 21-28, 31-36.  Convention nominees are noted with an asterisk."
3083,TX,Texas,9,n/a,,,,,District Votes:,,"13,442",,,,"86,003",,,,,,,
3084,TX,Texas,,n/a,,,,,,,,,,,,,,,,,,
3085,TX,Texas,10,H4TX10093,(I),Michael,McCaul,"McCaul, Michael",,R,"38,406",100.00%,,,"109,726",62.18%,,,,,W,
3086,TX,Texas,10,n/a,,,,,Party Votes:,R,"38,406",,,,,,,,,,,
3087,TX,Texas,10,H2TX10113,,Tawana,Walter-Cadien,"Walter-Cadien, Tawana",,D,"13,915",100.00%,,,"60,243",34.14%,,,,,,
3088,TX,Texas,10,n/a,,,,,Party Votes:,D,"13,915",,,,,,,,,,,
3089,TX,Texas,10,H4TX10184,,Bill,Kelsey,"Kelsey, Bill",,LIB,*,,,,"6,491",3.68%,,,,,,"* The Green and Libertarian Parties nominated by convention. The convention dates were March 15, 2014, for single county U.S. House Districts 2, 3, 7, 16, 18, 20, 29 and 30; and March 22, 2014, for multi-county U.S. House Districts 1, 4-6, 8-15, 17, 19, 21-28, 31-36.  Convention nominees are noted with an asterisk."
3090,TX,Texas,10,n/a,,,,,District Votes:,,"52,321",,,,"176,460",,,,,,,
3091,TX,Texas,,n/a,,,,,,,,,,,,,,,,,,
3092,TX,Texas,11,H4TX19136,(I),Mike,Conaway,"Conaway, Mike",,R,"53,272",73.70%,,,"107,939",90.27%,,,,,W,
3093,TX,Texas,11,H2TX11079,,Wade,Brown,"Brown, Wade",,R,"19,010",26.30%,,,,,,,,,,
3094,TX,Texas,11,n/a,,,,,Party Votes:,R,"72,282",,,,,,,,,,,
3095,TX,Texas,11,H4TX11034,,Ryan T.,Lange,"Lange, Ryan T.",,LIB,*,,,,"11,635",9.73%,,,,,,"* The Green and Libertarian Parties nominated by convention. The convention dates were March 15, 2014, for single county U.S. House Districts 2, 3, 7, 16, 18, 20, 29 and 30; and March 22, 2014, for multi-county U.S. House Districts 1, 4-6, 8-15, 17, 19, 21-28, 31-36.  Convention nominees are noted with an asterisk."
3096,TX,Texas,11,n/a,,,,,District Votes:,,"72,282",,,,"119,574",,,,,,,
3097,TX,Texas,,n/a,,,,,,,,,,,,,,,,,,
3098,TX,Texas,12,H6TX12060,(I),Kay,Granger,"Granger, Kay",,R,"39,907",100.00%,,,"113,186",71.31%,,,,,W,
3099,TX,Texas,12,n/a,,,,,Party Votes:,R,"39,907",,,,,,,,,,,
3100,TX,Texas,12,H0TX12147,,Mark,Greene,"Greene, Mark",,D,"9,700",100.00%,,,"41,757",26.31%,,,,,,
3101,TX,Texas,12,n/a,,,,,Party Votes:,D,"9,700",,,,,,,,,,,
3102,TX,Texas,12,H4TX12032,,Ed,Colliver,"Colliver, Ed",,LIB,*,,,,"3,787",2.39%,,,,,,"* The Green and Libertarian Parties nominated by convention. The convention dates were March 15, 2014, for single county U.S. House Districts 2, 3, 7, 16, 18, 20, 29 and 30; and March 22, 2014, for multi-county U.S. House Districts 1, 4-6, 8-15, 17, 19, 21-28, 31-36.  Convention nominees are noted with an asterisk."
3103,TX,Texas,12,H0TX12212,,Matt,Solodow,"Solodow, Matt",,LIB,,,,,,,,,,,,"* The Green and Libertarian Parties nominated by convention. The convention dates were March 15, 2014, for single county U.S. House Districts 2, 3, 7, 16, 18, 20, 29 and 30; and March 22, 2014, for multi-county U.S. House Districts 1, 4-6, 8-15, 17, 19, 21-28, 31-36.  Convention nominees are noted with an asterisk."
3104,TX,Texas,12,n/a,,,,,District Votes:,,"49,607",,,,"158,730",,,,,,,
3105,TX,Texas,,n/a,,,,,,,,,,,,,,,,,,
3106,TX,Texas,13,H4TX13014,(I),Mac,Thornberry,"Thornberry, Mac",,R,"45,168",68.21%,,,"110,842",84.32%,,,,,W,
3107,TX,Texas,13,H4TX13055,,Elaine,Hays,"Hays, Elaine",,R,"12,330",18.62%,,,,,,,,,,
3108,TX,Texas,13,H2TX13075,,Pam,Barlow,"Barlow, Pam",,R,"8,723",13.17%,,,,,,,,,,
3109,TX,Texas,13,n/a,,,,,Party Votes:,R,"66,221",,,,,,,,,,,
3110,TX,Texas,13,H4TX13063,,Mike,Minter,"Minter, Mike",,D,"4,842",100.00%,,,"16,822",12.80%,,,,,,
3111,TX,Texas,13,n/a,,,,,Party Votes:,D,"4,842",,,,,,,,,,,
3112,TX,Texas,13,H4TX13071,,Emily,Pivoda,"Pivoda, Emily",,LIB,*,,,,"2,863",2.18%,,,,,,"* The Green and Libertarian Parties nominated by convention. The convention dates were March 15, 2014, for single county U.S. House Districts 2, 3, 7, 16, 18, 20, 29 and 30; and March 22, 2014, for multi-county U.S. House Districts 1, 4-6, 8-15, 17, 19, 21-28, 31-36.  Convention nominees are noted with an asterisk."
3113,TX,Texas,13,H2TX22126,,Don,Cook,"Cook, Don",,GRE,*,,,,924,0.70%,,,,,,"* The Green and Libertarian Parties nominated by convention. The convention dates were March 15, 2014, for single county U.S. House Districts 2, 3, 7, 16, 18, 20, 29 and 30; and March 22, 2014, for multi-county U.S. House Districts 1, 4-6, 8-15, 17, 19, 21-28, 31-36.  Convention nominees are noted with an asterisk."
3114,TX,Texas,13,n/a,,,,,District Votes:,,"71,063",,,,"131,451",,,,,,,
3115,TX,Texas,,n/a,,,,,,,,,,,,,,,,,,
3116,TX,Texas,14,H2TX14149,(I),Randy,Weber,"Weber, Randy",,R,"34,131",100.00%,,,"90,116",61.85%,,,,,W,
3117,TX,Texas,14,n/a,,,,,Party Votes:,R,"34,131",,,,,,,,,,,
3118,TX,Texas,14,H4TX14079,,Donald G.,Brown,"Brown, Donald G.",,D,"9,780",68.24%,,,"52,545",36.06%,,,,,,
3119,TX,Texas,14,H4TX14087,,Buck,Willis,"Willis, Buck",,D,"3,699",25.81%,,,,,,,,,,
3120,TX,Texas,14,H4TX14095,,Gagan,Panjhazari,"Panjhazari, Gagan",,D,853,5.95%,,,,,,,,,,
3121,TX,Texas,14,n/a,,,,,Party Votes:,D,"14,332",,,,,,,,,,,
3122,TX,Texas,14,H8TX22180,,John,Wieder,"Wieder, John",,LIB,*,,,,"3,037",2.08%,,,,,,"* The Green and Libertarian Parties nominated by convention. The convention dates were March 15, 2014, for single county U.S. House Districts 2, 3, 7, 16, 18, 20, 29 and 30; and March 22, 2014, for multi-county U.S. House Districts 1, 4-6, 8-15, 17, 19, 21-28, 31-36.  Convention nominees are noted with an asterisk."
3123,TX,Texas,14,n/a,,,,,District Votes:,,"48,463",,,,"145,698",,,,,,,
3124,TX,Texas,,n/a,,,,,,,,,,,,,,,,,,
3125,TX,Texas,15,H6TX15055,(I),Rub_n,Hinojosa,"Hinojosa, Rub_n",,D,"29,916",100.00%,,,"48,708",54.01%,,,,,W,
3126,TX,Texas,15,n/a,,,,,Party Votes:,D,"29,916",,,,,,,,,,,
3127,TX,Texas,15,H6TX15113,,Eddie,Zamora,"Zamora, Eddie",,R,"7,810",54.93%,,,"39,016",43.26%,,,,,,
3128,TX,Texas,15,H4TX15118,,Doug,Carlile,"Carlile, Doug",,R,"6,407",45.07%,,,,,,,,,,
3129,TX,Texas,15,n/a,,,,,Party Votes:,R,"14,217",,,,,,,,,,,
3130,TX,Texas,15,H2TX15088,,Johnny,Partain,"Partain, Johnny",,LIB,*,,,,"2,460",2.73%,,,,,,"* The Green and Libertarian Parties nominated by convention. The convention dates were March 15, 2014, for single county U.S. House Districts 2, 3, 7, 16, 18, 20, 29 and 30; and March 22, 2014, for multi-county U.S. House Districts 1, 4-6, 8-15, 17, 19, 21-28, 31-36.  Convention nominees are noted with an asterisk."
3131,TX,Texas,15,H4TX15126,,Lewis,Alexander,"Alexander, Lewis",,LIB,,,,,,,,,,,,"* The Green and Libertarian Parties nominated by convention. The convention dates were March 15, 2014, for single county U.S. House Districts 2, 3, 7, 16, 18, 20, 29 and 30; and March 22, 2014, for multi-county U.S. House Districts 1, 4-6, 8-15, 17, 19, 21-28, 31-36.  Convention nominees are noted with an asterisk."
3132,TX,Texas,15,H8TX28203,,Ross Lynn,Leone,"Leone, Ross Lynn",,LIB,,,,,,,,,,,,"* The Green and Libertarian Parties nominated by convention. The convention dates were March 15, 2014, for single county U.S. House Districts 2, 3, 7, 16, 18, 20, 29 and 30; and March 22, 2014, for multi-county U.S. House Districts 1, 4-6, 8-15, 17, 19, 21-28, 31-36.  Convention nominees are noted with an asterisk."
3133,TX,Texas,15,n/a,,,,,District Votes:,,"44,133",,,,"90,184",,,,,,,
3134,TX,Texas,,n/a,,,,,,,,,,,,,,,,,,
3135,TX,Texas,16,H2TX16185,(I),Beto,O'Rourke,"O'Rourke, Beto",,D,"24,728",100.00%,,,"49,338",67.49%,,,,,W,
3136,TX,Texas,16,n/a,,,,,Party Votes:,D,"24,728",,,,,,,,,,,
3137,TX,Texas,16,H2TX16201,,Corey,Roen,"Roen, Corey",,R,"6,239",100.00%,,,"21,324",29.17%,,,,,,
3138,TX,Texas,16,n/a,,,,,Party Votes:,R,"6,239",,,,,,,,,,,
3139,TX,Texas,16,H4TX16082,,Jaime O.,Perez,"Perez, Jaime O.",,LIB,*,,,,"2,443",3.34%,,,,,,"* The Green and Libertarian Parties nominated by convention. The convention dates were March 15, 2014, for single county U.S. House Districts 2, 3, 7, 16, 18, 20, 29 and 30; and March 22, 2014, for multi-county U.S. House Districts 1, 4-6, 8-15, 17, 19, 21-28, 31-36.  Convention nominees are noted with an asterisk."
3140,TX,Texas,16,n/a,,,,,District Votes:,,"30,967",,,,"73,105",,,,,,,
3141,TX,Texas,,n/a,,,,,,,,,,,,,,,,,,
3142,TX,Texas,17,H0TX17104,(I),Bill,Flores,"Flores, Bill",,R,"32,770",100.00%,,,"85,807",64.58%,,,,,W,
3143,TX,Texas,17,n/a,,,,,Party Votes:,R,"32,770",,,,,,,,,,,
3144,TX,Texas,17,H4TX17098,,Nick,Haynes,"Haynes, Nick",,D,"10,141",100.00%,,,"43,049",32.40%,,,,,,
3145,TX,Texas,17,n/a,,,,,Party Votes:,D,"10,141",,,,,,,,,,,
3146,TX,Texas,17,H4TX17106,,Shawn Michael,Hamilton,"Hamilton, Shawn Michael",,LIB,*,,,,"4,009",3.02%,,,,,,"* The Green and Libertarian Parties nominated by convention. The convention dates were March 15, 2014, for single county U.S. House Districts 2, 3, 7, 16, 18, 20, 29 and 30; and March 22, 2014, for multi-county U.S. House Districts 1, 4-6, 8-15, 17, 19, 21-28, 31-36.  Convention nominees are noted with an asterisk."
3147,TX,Texas,17,H0TX31022,,Bill,Oliver,"Oliver, Bill",,LIB,,,,,,,,,,,,"* The Green and Libertarian Parties nominated by convention. The convention dates were March 15, 2014, for single county U.S. House Districts 2, 3, 7, 16, 18, 20, 29 and 30; and March 22, 2014, for multi-county U.S. House Districts 1, 4-6, 8-15, 17, 19, 21-28, 31-36.  Convention nominees are noted with an asterisk."
3148,TX,Texas,17,n/a,,,,,District Votes:,,"42,911",,,,"132,865",,,,,,,
3149,TX,Texas,,n/a,,,,,,,,,,,,,,,,,,
3150,TX,Texas,18,H4TX18054,(I),Sheila,Jackson Lee,"Jackson Lee, Sheila",,D,"14,373",100.00%,,,"76,097",71.78%,,,,,W,
3151,TX,Texas,18,n/a,,,,,Party Votes:,D,"14,373",,,,,,,,,,,
3152,TX,Texas,18,H2TX18140,,Sean,Seibert,"Seibert, Sean",,R,"6,527",100.00%,,,"26,249",24.76%,,,,,,
3153,TX,Texas,18,n/a,,,,,Party Votes:,R,"6,527",,,,,,,,,,,
3154,TX,Texas,18,H4TX18112,,Vince,Duncan,"Duncan, Vince",,IND,,,,,"2,362",2.23%,,,,,,
3155,TX,Texas,18,H4TX18096,,Remington,Alessi,"Alessi, Remington",,GRE,*,,,,"1,302",1.23%,,,,,,"* The Green and Libertarian Parties nominated by convention. The convention dates were March 15, 2014, for single county U.S. House Districts 2, 3, 7, 16, 18, 20, 29 and 30; and March 22, 2014, for multi-county U.S. House Districts 1, 4-6, 8-15, 17, 19, 21-28, 31-36.  Convention nominees are noted with an asterisk."
3156,TX,Texas,18,n/a,,,,,District Votes:,,"20,900",,,,"106,010",,,,,,,
3157,TX,Texas,,n/a,,,,,,,,,,,,,,,,,,
3158,TX,Texas,19,H4TX19102,(I),Randy,Neugebauer,"Neugebauer, Randy",,R,"39,611",64.37%,,,"90,160",77.18%,,,,,W,
3159,TX,Texas,19,H4TX19185,,Donald R.,May,"May, Donald R.",,R,"14,498",23.56%,,,,,,,,,,
3160,TX,Texas,19,H2TX19064,,Chris,Winn,"Winn, Chris",,R,"7,429",12.07%,,,,,,,,,,
3161,TX,Texas,19,n/a,,,,,Party Votes:,R,"61,538",,,,,,,,,,,
3162,TX,Texas,19,H4TX19276,,Neal,Marchbanks,"Marchbanks, Neal",,D,"6,476",100.00%,,,"21,458",18.37%,,,,,,
3163,TX,Texas,19,n/a,,,,,Party Votes:,D,"6,476",,,,,,,,,,,
3164,TX,Texas,19,H4TX19235,,Richard (Chip),Peterson,"Peterson, Richard (Chip)",,LIB,*,,,,"5,146",4.41%,,,,,,"* The Green and Libertarian Parties nominated by convention. The convention dates were March 15, 2014, for single county U.S. House Districts 2, 3, 7, 16, 18, 20, 29 and 30; and March 22, 2014, for multi-county U.S. House Districts 1, 4-6, 8-15, 17, 19, 21-28, 31-36.  Convention nominees are noted with an asterisk."
3165,TX,Texas,19,H4TX19292,,Donald L.,Vance,"Vance, Donald L.",,W,,,,,54,0.05%,,,,,,
3166,TX,Texas,19,n/a,,,,,District Votes:,,"68,014",,,,"116,818",,,,,,,
3167,TX,Texas,,n/a,,,,,,,,,,,,,,,,,,
3168,TX,Texas,20,H2TX35011,(I),Joaquin,Castro,"Castro, Joaquin",,D,"16,275",100.00%,,,"66,554",75.66%,,,,,W,
3169,TX,Texas,20,n/a,,,,,Party Votes:,D,"16,275",,,,,,,,,,,
3170,TX,Texas,20,H8TX21125,,Jeffrey C.,Blunt,"Blunt, Jeffrey C.",,LIB,*,,,,"21,410",24.34%,,,,,,"* The Green and Libertarian Parties nominated by convention. The convention dates were March 15, 2014, for single county U.S. House Districts 2, 3, 7, 16, 18, 20, 29 and 30; and March 22, 2014, for multi-county U.S. House Districts 1, 4-6, 8-15, 17, 19, 21-28, 31-36.  Convention nominees are noted with an asterisk."
3171,TX,Texas,20,H8TX28039,,Michael (Commander),Idrogo,"Idrogo, Michael (Commander)",,LIB,,,,,,,,,,,,"* The Green and Libertarian Parties nominated by convention. The convention dates were March 15, 2014, for single county U.S. House Districts 2, 3, 7, 16, 18, 20, 29 and 30; and March 22, 2014, for multi-county U.S. House Districts 1, 4-6, 8-15, 17, 19, 21-28, 31-36.  Convention nominees are noted with an asterisk."
3172,TX,Texas,20,n/a,,,,,District Votes:,,"16,275",,,,"87,964",,,,,,,
3173,TX,Texas,,n/a,,,,,,,,,,,,,,,,,,
3174,TX,Texas,21,H6TX21012,(I),Lamar,Smith,"Smith, Lamar",,R,"40,441",60.43%,,,"135,660",71.78%,,,,,W,
3175,TX,Texas,21,H4TX21041,,Matt,McCall,"McCall, Matt",,R,"22,681",33.89%,,,,,,,,,,
3176,TX,Texas,21,H4TX21066,,Michael J.,Smith,"Smith, Michael J.",,R,"3,796",5.67%,,,,,,,,,,
3177,TX,Texas,21,n/a,,,,,Party Votes:,R,"66,918",,,,,,,,,,,
3178,TX,Texas,21,H2TX20062,,Antonio,Diaz,"Diaz, Antonio",,GRE,*,,,,"27,831",14.73%,,,,,,"* The Green and Libertarian Parties nominated by convention. The convention dates were March 15, 2014, for single county U.S. House Districts 2, 3, 7, 16, 18, 20, 29 and 30; and March 22, 2014, for multi-county U.S. House Districts 1, 4-6, 8-15, 17, 19, 21-28, 31-36.  Convention nominees are noted with an asterisk."
3179,TX,Texas,21,H4TX21090,,Ryan,Shields,"Shields, Ryan",,LIB,*,,,,"25,505",13.49%,,,,,,"* The Green and Libertarian Parties nominated by convention. The convention dates were March 15, 2014, for single county U.S. House Districts 2, 3, 7, 16, 18, 20, 29 and 30; and March 22, 2014, for multi-county U.S. House Districts 1, 4-6, 8-15, 17, 19, 21-28, 31-36.  Convention nominees are noted with an asterisk."
3180,TX,Texas,21,H4TX21074,,David,Cunningham,"Cunningham, David",,LIB,,,,,,,,,,,,"* The Green and Libertarian Parties nominated by convention. The convention dates were March 15, 2014, for single county U.S. House Districts 2, 3, 7, 16, 18, 20, 29 and 30; and March 22, 2014, for multi-county U.S. House Districts 1, 4-6, 8-15, 17, 19, 21-28, 31-36.  Convention nominees are noted with an asterisk."
3181,TX,Texas,21,H4TX21082,,Mark,Loewe,"Loewe, Mark",,LIB,,,,,,,,,,,,"* The Green and Libertarian Parties nominated by convention. The convention dates were March 15, 2014, for single county U.S. House Districts 2, 3, 7, 16, 18, 20, 29 and 30; and March 22, 2014, for multi-county U.S. House Districts 1, 4-6, 8-15, 17, 19, 21-28, 31-36.  Convention nominees are noted with an asterisk."
3182,TX,Texas,21,n/a,,,,,District Votes:,,"66,918",,,,"188,996",,,,,,,
3183,TX,Texas,,n/a,,,,,,,,,,,,,,,,,,
3184,TX,Texas,22,H8TX22107,(I),Pete,Olson,"Olson, Pete",,R,"33,167",100.00%,,,"100,861",66.55%,,,,,W,
3185,TX,Texas,22,n/a,,,,,Party Votes:,R,"33,167",,,,,,,,,,,
3186,TX,Texas,22,H4TX22171,,Frank,Briscoe,"Briscoe, Frank",,D,"3,378",53.19%,,,"47,844",31.57%,,,,,,
3187,TX,Texas,22,H4TX22163,,Mark,Gibson,"Gibson, Mark",,D,"2,973",46.81%,,,,,,,,,,
3188,TX,Texas,22,n/a,,,,,Party Votes:,D,"6,351",,,,,,,,,,,
3189,TX,Texas,22,H4TX22189,,Rob,Lapham,"Lapham, Rob",,LIB,*,,,,"2,861",1.89%,,,,,,"* The Green and Libertarian Parties nominated by convention. The convention dates were March 15, 2014, for single county U.S. House Districts 2, 3, 7, 16, 18, 20, 29 and 30; and March 22, 2014, for multi-county U.S. House Districts 1, 4-6, 8-15, 17, 19, 21-28, 31-36.  Convention nominees are noted with an asterisk."
3190,TX,Texas,22,n/a,,,,,District Votes:,,"39,518",,,,"151,566",,,,,,,
3191,TX,Texas,,n/a,,,,,,,,,,,,,,,,,,
3192,TX,Texas,23,H0TX23086,,Will,Hurd,"Hurd, Will",,R,"10,496",40.96%,"8,699",59.46%,"57,459",49.78%,,,,,W,
3193,TX,Texas,23,H4TX28046,,"Francisco ""Quico""",Canseco,"Canseco, Francisco ""Quico""",,R,"10,332",40.32%,"5,930",40.54%,,,,,,,,
3194,TX,Texas,23,H0TX23102,,Robert,Lowry,"Lowry, Robert",,R,"4,796",18.72%,,,,,,,,,,
3195,TX,Texas,23,n/a,,,,,Party Votes:,R,"25,624",,"14,629",,,,,,,,,
3196,TX,Texas,23,H2TX23124,(I),Pete P.,Gallego,"Gallego, Pete P.",,D,"26,484",100.00%,,,"55,037",47.68%,,,,,,
3197,TX,Texas,23,n/a,,,,,Party Votes:,D,"26,484",,,,,,,,,,,
3198,TX,Texas,23,H4TX23088,,Ruben,Corvalan,"Corvalan, Ruben",,LIB,*,,,,"2,933",2.54%,,,,,,"* The Green and Libertarian Parties nominated by convention. The convention dates were March 15, 2014, for single county U.S. House Districts 2, 3, 7, 16, 18, 20, 29 and 30; and March 22, 2014, for multi-county U.S. House Districts 1, 4-6, 8-15, 17, 19, 21-28, 31-36.  Convention nominees are noted with an asterisk."
3199,TX,Texas,23,n/a,,,,,District Votes:,,"52,108",,"14,629",,"115,429",,,,,,,
3200,TX,Texas,,n/a,,,,,,,,,,,,,,,,,,
3201,TX,Texas,24,H4TX24094,(I),Kenny E.,Marchant,"Marchant, Kenny E.",,R,"34,265",100.00%,,,"93,712",65.04%,,,,,W,
3202,TX,Texas,24,n/a,,,,,Party Votes:,R,"34,265",,,,,,,,,,,
3203,TX,Texas,24,H2TX24114,,Patrick,McGehearty,"McGehearty, Patrick",,D,"8,247",100.00%,,,"46,548",32.31%,,,,,,
3204,TX,Texas,24,n/a,,,,,Party Votes:,D,"8,247",,,,,,,,,,,
3205,TX,Texas,24,H4TX24151,,Mike,Kolls,"Kolls, Mike",,LIB,*,,,,"3,813",2.65%,,,,,,"* The Green and Libertarian Parties nominated by convention. The convention dates were March 15, 2014, for single county U.S. House Districts 2, 3, 7, 16, 18, 20, 29 and 30; and March 22, 2014, for multi-county U.S. House Districts 1, 4-6, 8-15, 17, 19, 21-28, 31-36.  Convention nominees are noted with an asterisk."
3206,TX,Texas,24,n/a,,,,,District Votes:,,"42,512",,,,"144,073",,,,,,,
3207,TX,Texas,,n/a,,,,,,,,,,,,,,,,,,
3208,TX,Texas,25,H2TX33040,(I),Roger,Williams,"Williams, Roger",,R,"43,030",100.00%,,,"107,120",60.22%,,,,,W,
3209,TX,Texas,25,n/a,,,,,Party Votes:,R,"43,030",,,,,,,,,,,
3210,TX,Texas,25,H8TX20127,,Marco,Montoya,"Montoya, Marco",,D,"11,691",75.16%,,,"64,463",36.24%,,,,,,
3211,TX,Texas,25,H4TX25166,,Stuart,Gourd,"Gourd, Stuart",,D,"3,863",24.84%,,,,,,,,,,
3212,TX,Texas,25,n/a,,,,,Party Votes:,D,"15,554",,,,,,,,,,,
