STATE ABBREVIATION,DISTRICT,INCUMBENT INDICATOR,NAME,PARTY,PRIMARY RESULTS,RUNOFF RESULTS,GENERAL ,COMBINED PARTIES
PA,14,,Scattered,W,,,216,
PA,15,,"O'Brien, Ed",D,"18,093",,"103,864",
PA,15,(I),"Toomey, Pat",R,"21,487",,"118,307",
PA,15,,Scattered,W,,,,
PA,15,,Scattered,W(D),10,,,
PA,15,,Scattered,W(R),6,,,
PA,15,,Scattered,W,,,13,
PA,16,,"Yorczyk, Bob",D,"9,517",,"80,177",
PA,16,(I),"Pitts, Joseph R.",R,"34,781",,"162,403",
PA,16,,Scattered,W,,,,
PA,16,,Scattered,W(D),4,,,
PA,16,,Scattered,W(R),10,,,
PA,16,,Scattered,W,,,9,
PA,17,,"Herrmann, Leslye Hess",D,"14,356",,"66,190",
PA,17,(I),"Gekas, George W.",R,"45,221",,"166,236",
PA,17,,Scattered,W,,,,
PA,17,,Scattered,W(D),21,,,
PA,17,,Scattered,W(R),65,,,
PA,17,,Scattered,W,,,34,
PA,18,(I),"Doyle, Mike",D,"47,827",,"156,131",
PA,18,,"Stephens, Craig C.",R,"15,311",,"68,798",
PA,18,,Scattered,W,,,,
PA,18,,Scattered,W(D),52,,,
PA,18,,Scattered,W(R),29,,,
PA,18,,Scattered,W,,,27,
PA,19,,"Paoletta, Michael L.",CON,,,"2,234",
PA,19,,"Moran, John J. II",D,"10,057",,,
PA,19,,"Sanders, Jeff",D,"11,670",,"61,538",
PA,19,,"Gerow, Charlie",R,"8,314",,,
PA,19,,"Masland, Al",R,"18,674",,,
PA,19,,"Platts, Todd",R,"21,448",,"168,722",
PA,19,,"Reilly, Christopher B.",R,"3,948",,,
PA,19,,"Stewart, Dick",R,"11,973",,,
PA,19,,Scattered,W,,,,
PA,19,,Scattered,W(D),325,,,
PA,19,,Scattered,W(R),15,,,
PA,19,,Scattered,W,,,128,
PA,20,(I),"Mascara, Frank",D,"47,462",,"145,131",
PA,20,,"Davis, Ronald J.",R,"16,038",,"80,312",
PA,20,,Scattered,W,,,,
PA,20,,Scattered,W(D),27,,,
PA,20,,Scattered,W(R),39,,,
PA,20,,Scattered,W,,,20,
PA,21,,"Flitter, Marc A.",D,"24,465",,"87,018",
PA,21,(I),"English, Phil",R,"31,058",,"135,164",
PA,21,,Scattered,W,,,,
PA,21,,Scattered,W(D),3,,,
PA,21,,Scattered,W(R),1,,,
PA,21,,Scattered,W,,,8,
PR,0,(I),"Barcelo, Carlos Romero",NPP,Unopposed,,"905,690",
PR,0,,"Mayoral, Jose A. Hernandez",PPD,"215,807",,,
PR,0,,"Vila, Anibal S. Acevedo",PPD,"284,905",,"983,488",
PR,0,,Write-In,PPD,160,,,
PR,0,,"Mora, Edwin Irizarry",PRI,Unopposed,,,
PR,0,,"Orellana, Manuel Rodriguez",PRI,,,"95,067",
PR,0,,Scattered,W,,,571,
RI,1,(I),"Kennedy, Patrick J.",D,"32,865",,"123,442",
RI,1,,"Cabral, Stephen",R,645,,"61,522",
RI,1,,Scattered,W,,,199,
RI,1,,Scattered,W(D),,,,
RI,1,,Scattered,W(R),,,,
RI,2,,"Coyne-McCoy, Kathleen",D,"14,219",,,
RI,2,,"Langevin, James R.",D,"22,955",,"123,805",
RI,2,,"McAllister, Kevin J.",D,"5,633",,,
RI,2,,"Taveras, Angel",D,"5,803",,,
RI,2,,"Driver, Rodney D.",I(CFC),,,"42,625",
RI,2,,"Hayes, Dorman J. Jr.",I(GRN),,,"4,536",
RI,2,,"Tingle, Robert G.",R,775,,"27,932",
RI,2,,Scattered,W,,,66,
RI,2,,Scattered,W(D),,,,
RI,2,,Scattered,W(R),,,,
SC,1,,"Brack, Andy",D,Unopposed,,"82,622",
SC,1,,"Woolsey, Bill",LBT,,,"6,010",
SC,1,,"Batchelder, Bob",NL,,,"1,110",
SC,1,,"Brown, Henry",R,"22,072","21,631","139,597",
SC,1,,"Jenerette, Van",R,"4,269",,,
SC,1,,"Limehouse, Buck",R,"17,171","17,990",,
SC,1,,"Seekings, Mike",R,"2,470",,,
SC,1,,"Thompson, Charlie",R,"1,998",,,
SC,1,,"Tillman, Wheeler",R,"2,627",,,
SC,1,,"Batchelder, Bob",REF,,,"2,067",
SC,1,,Scattered,W,,,40,
SC,2,,"Frederick, Jane",D,Unopposed,,"110,161",
SC,2,,"Moultrie, Timothy",LBT,,,"3,584",
SC,2,,"Taylor, George C.",NL,,,"2,259",
SC,2,(I),"Spence, Floyd",R,Unopposed,,"153,870",
SC,2,,Scattered,W,,,71,
SC,3,,"Brightharp, George",D,Unopposed,,"64,920",
SC,3,,"Banks, Adrian",LBT,,,"3,116",
SC,3,,"Klein, LeRoy J.",NL,,,"1,122",
SC,3,(I),"Graham, Lindsey",R,Unopposed,,"150,176",
SC,3,,"Brightharp, George",UC,,,"2,254",
SC,3,,Scattered,W,,,33,
SC,4,,"Adams, Ted",CON,,,"16,532",
SC,4,,"Bishop, April",LBT,,,"12,757",
SC,4,,"Walters, C. Faye",NL,,,"2,640",
SC,4,(I),"DeMint, Jim",R,"41,851",,"150,436",
SC,4,,"Raddish, Franklin D.",R,"12,279",,,
SC,4,,"Ashy, Peter J.",REF,,,"2,133",
SC,4,,"Ashy, Peter J.",UC,,,"4,077",
SC,4,,Scattered,W,,,476,
SC,5,(I),"Spratt, John",D,Unopposed,,"126,877",
SC,5,,"Campbell, Tom",LBT,,,"3,665",
SC,5,,"Gullick, Carl",R,Unopposed,,"85,247",
SC,5,,Scattered,W,,,49,
SC,6,(I),"Clyburn, James E. ""Jim""",D,Unopposed,,"138,053",
SC,6,,"Hines, Lynwood Earl",LBT,,,"1,934",
SC,6,,"Nevins, Dianne L.",NL,,,"2,339",
SC,6,,"Ellison, Vince",R,Unopposed,,"50,005",
SC,6,,Scattered,W,,,49,
SD,1,,"Hohn, Curt",D,"12,827",,"78,321",
SD,1,,"Osloond, Raymond Earl Sr.",D,"1,715",,,
SD,1,,"Sandven, Steve",D,"8,333",,,
SD,1,,"Lerohl, Brian",LBT,,,"5,357",
SD,1,(I),"Thune, John",R,Unopposed,,"231,083",
TN,1,(I),"Jenkins, William L. ""Bill""",R,"24,440",,"157,828",
TN,1,,Scattered,W,,,20,
TN,1,,Scattered,W(R),64,,,
TN,2,,"Rowland, Kevin J.",I(LBT),,,"22,304",
TN,2,(I),"Duncan, John J. Jr.",R,"27,450",,"187,154",
TN,2,,Scattered,W,,,27,
TN,2,,Scattered,W(R),5,,,
TN,3,,"Callaway, William L.",D,"17,148",,"75,785",
TN,3,,"Austin, Trudy",I(LBT),,,"3,235",
TN,3,(I),"Wamp, Zach",R,"25,129",,"139,840",
TN,3,,Scattered,W,,,80,
TN,3,,Scattered,W(D),350,,,
TN,3,,Scattered,W(R),185,,,
TN,4,,"Dunaway, David H.",D,"14,563",,"67,165",
TN,4,,"Jennings, Jack",D,"8,203",,,
TN,4,,"Lyons, J. Patrick",I,,,"2,418",
TN,4,(I),"Hilleary, Van",R,"21,192",,"133,622",
TN,4,,Scattered,W,,,5,
TN,4,,Scattered,W(D),29,,,
TN,4,,Scattered,W(R),46,,,
TN,5,(I),"Clement, Bob",D,"20,414",,"149,277",
TN,5,,"Carew, David",I(LBT),,,"6,268",
TN,5,,"Scott, Stan",R,"6,160",,"50,386",
TN,5,,Scattered,W,,,2,
TN,5,,Scattered,W(D),9,,,
TN,5,,Scattered,W(R),0,,,
TN,6,(I),"Gordon, Bart",D,"31,546",,"168,861",
TN,6,,"Coffer, Jim",I(LBT),,,"4,685",
TN,6,,"Charles, David",R,"11,680",,"97,169",
TN,6,,"Gibbs, Eleanor",R,"9,915",,,
TN,6,,Scattered,W,,,"1,184",
TN,6,,Scattered,W(D),87,,,
TN,6,,Scattered,W(R),23,,,
TN,7,,"Hatton, Bob",D,"8,703",,,
TN,7,,"Sims, Richard P.",D,"11,834",,"71,587",
TN,7,,"Solee, Denis",I(LBT),,,"2,941",
TN,7,(I),"Bryant, Ed",R,"29,755",,"171,056",
TN,7,,Scattered,W,,,65,
TN,7,,Scattered,W(D),22,,,
TN,7,,Scattered,W(R),16,,,
TN,8,(I),"Tanner, John",D,"32,078",,"143,127",
TN,8,,"Williams, Marvin",D,"4,914",,,
TN,8,,"Yancy, Billy",R,"12,062",,"54,929",
TN,8,,Scattered,W,,,24,
TN,8,,Scattered,W(D),11,,,
TN,8,,Scattered,W(R),1,,,
TN,9,(I),"Ford, Harold Jr.",D,"33,280",,"143,298",
TN,9,,Scattered,W,,,36,
TN,9,,Scattered,W(D),52,,,
TX,1,,"Blount, B. D.",D,"10,265",,,
TX,1,(I),"Sandlin, Max",D,"56,207",,"118,157",
TX,1,,"Carr, Ray",LBT,*,,"1,779",
TX,1,,"Lawrence, John",R,"10,919",,,
TX,1,,"Willingham, Noble",R,"14,619",,"91,912",
TX,2,(I),"Turner, Jim",D,"65,446",,"162,891",
TX,2,,"Dye, Gary Lyndon",LBT,*,,"15,939",
TX,3,,"Zachary, Billy Wayne",D,"6,031",,"67,233",
TX,3,,"Flores, Lance",LBT,*,,"7,178",
TX,3,,"Gonnell, J. A.",R,"2,843",,,
TX,3,(I),"Johnson, Sam",R,"40,802",,"187,486",
TX,4,(I),"Hall, Ralph M.",D,"16,403",,"145,887",
TX,4,,"Turner, Joe",LBT,*,,"4,417",
TX,4,,"Newton, Jon",R,"21,791",,"91,574",
TX,4,,"Peterman, Mark D.",R,"18,164",,,
TX,5,,"Coggins, Regina Montoya",D,"18,368",,"82,629",
TX,5,,"Harrison, Gary L.",D,"8,619",,,
TX,5,,"Ashby, Ken",LBT,*,,"2,842",
TX,5,(I),"Sessions, Pete",R,"26,179",,"100,487",
TX,6,,"Brady, Frank",LBT,*,,"30,056",
TX,6,(I),"Barton, Joe",R,"51,664",,"222,685",
TX,7,,"Sell, Jeff",D,"3,828",,"60,694",
TX,7,,"Parks, Drew",LBT,*,,"4,182",
TX,7,,"Brewer, Mark",R,"4,865",,,
TX,7,,"Culberson, John ",R,"23,894","29,968","183,712",
TX,7,,"Henley, Wallace",R,"4,649",,,
TX,7,,"Hsiao, Gene",R,"1,063",,,
TX,7,,"Kapche, Ron",R,"3,107",,,
TX,7,,"Malfer, Susan",R,411,,,
TX,7,,"McConn, Cathy",R,"8,488",,,
TX,7,,"Wareing, Peter",R,"16,837","20,017",,
TX,7,,"Skone-Palmer, John R.",W,,,5,
TX,8,,"Guillory, Gil",LBT,*,,"21,368",
TX,8,(I),"Brady, Kevin",R,"61,252",,"233,848",
TX,9,(I),"Lampson, Nick",D,"27,457",,"130,143",
TX,9,,"Knipp, F. Charles",LBT,*,,"2,508",
TX,9,,"Williams, Paul",R,"19,886",,"87,165",
TX,10,(I),"Doggett, Lloyd",D,"31,638",,"203,628",
TX,10,,"Davis, Michael",LBT,*,,"37,203",
TX,10,,"Gjemre, Ronnie ""Reeferseed""",R,"2,759",,,
TX,10,,"Mikus, Jerry J. Jr.",R,"11,002",,,
TX,10,,"Moritz, Charles",R,"19,889",,,
TX,11,(I),"Edwards, Chet",D,"28,053",,"105,782",
TX,11,,"Swanstrom, Mark A.",LBT,*,,"1,590",
TX,11,,"Curnock, Rob",R,"7,078",,,
TX,11,,"Farley, Ramsey",R,"14,171","8,385","85,546",
TX,11,,"Geer, Rodney",R,"14,537","5,315",,
TX,12,,"Davis, Prentiss Bryant",D,"2,964",,,
TX,12,,"Greene, Mark",D,"9,495",,"67,612",
TX,12,,"Clay, Ricky L.",LBT,*,,"2,565",
TX,12,(I),"Granger, Kay",R,"32,382",,"117,739",
TX,13,,"Clinesmith, Curtis",D,"18,805",,"54,343",
TX,13,,"Clardy, Brad",LBT,*,,"2,137",
TX,13,,"Morris, David G.",R,"2,863",,,
TX,13,(I),"Thornberry, Mac",R,"30,867",,"117,995",
TX,14,,"Sneary, Loy",D,"28,318",,"92,689",
TX,14,(I),"Paul, Ron",R,"37,892",,"137,370",
TX,15,,"Hawkins, Mel Buentello",D,"3,928",,,
TX,15,(I),"Hinojosa, Ruben",D,"46,247",,"106,570",
TX,15,,"Rivera-Martinez, Diana",D,"12,710",,,
TX,15,,"Jones, Frank",LBT,*,,"13,167",
TX,15,,"Cantu, Israel",W,,,711,
TX,16,(I),"Reyes, Silvestre",D,"20,169",,"92,649",
TX,16,,"Moser, Dan",LBT,*,,"2,080",
TX,16,,"Power, Daniel S.",R,"9,602",,"40,921",
TX,17,(I),"Stenholm, Charlie",D,"36,753",,"120,670",
TX,17,,"Monde, Debra M.",LBT,*,,"11,180",
TX,17,,"Clements, Darrell",R,"15,167",,"72,535",
TX,17,,"Hunt, Shane",R,"14,248",,,
TX,17,,"Julia, Pete",W,,,45,
TX,18,(I),"Lee, Sheila Jackson",D,"16,067",,"131,857",
TX,18,,"Nankervis, Colin",LBT,*,,"2,330",
TX,18,,"Levy, Bob",R,"5,234",,"38,191",
TX,18,,"Zoch, Elmer L.",R,"4,437",,,
TX,19,,"Turnbow, John",LBT,*,,"15,579",
TX,19,(I),"Combest, Larry",R,"64,433",,"170,319",
TX,20,(I),"Gonzalez, Charles A.",D,"22,213",,"107,487",
TX,20,,"De Pena , Alejandro (Alex)",LBT,*,,"15,087",
TX,21,,"Green, Jim",D,"12,381",,"73,326",
TX,21,,"Steinbrecher, C.W. (Jinx)",LBT,*,,"6,503",
TX,21,(I),"Smith, Lamar",R,"90,924",,"251,049",
TX,22,,"Matranga, Jo Ann",D,"4,833",,"92,645",
TX,22,,"Stogner, Virginia ""Ginny""",D,"4,590",,,
TX,22,,"Schneider, Bob",I,,,"5,577",
TX,22,,"Probst, Kent",LBT,*,,"3,383",
TX,22,(I),"DeLay, Tom",R,"41,901",,"154,662",
TX,22,,"Fjetland, Michael ""Fjet""",R,"8,385",,,
TX,23,,"Garza, Isidro Jr.",D,"43,424",,"78,274",
TX,23,,"Sullivan, Joseph P. (Joe)",D,"18,937",,,
TX,23,,"Blunt, Jeffrey C.",LBT,*,,"3,801",
TX,23,(I),"Bonilla, Henry",R,"25,231",,"119,679",
TX,24,(I),"Frost, Martin",D,"18,892",,"103,152",
TX,24,,"Worthington, Robert (Bob)",LBT,*,,"2,561",
TX,24,,"Newman, Cynthia",R,"3,837",,,
TX,24,,"Payne, Bill",R,"4,369","1,371",,
TX,24,,"Warren, Mac",R,"3,135",,,
TX,24,,"Wright, James ""Bryndan""",R,"5,551","2,240","61,235",
TX,25,(I),"Bentsen, Ken",D,"9,455",,"106,112",
TX,25,,"Messina, Clifford Lee",LBT,*,,"2,400",
TX,25,,"Reiser, Tom",R,"11,060",,,
TX,25,,"Sudan, Phil",R,"11,658",,"68,010",
TX,26,,"Love, Steve",D,"6,128",,"75,601",
TX,26,,"Badagnani, Fred E.",LBT,*,,"5,646",
TX,26,(I),"Armey, Dick",R,"48,179",,"214,025",
TX,26,,"Thompson, Larry K.",R,"6,806",,,
TX,27,(I),"Ortiz, Solomon P.",D,"36,569",,"102,088",
TX,27,,"Bunch, William",LBT,*,,"4,324",
TX,27,,"Ahumada, Pat",R,"13,652",,"54,660",
TX,28,(I),"Rodriguez, Ciro D.",D,"37,110",,"123,104",
TX,28,,"Stallknecht, William A.",LBT,*,,"15,156",
TX,29,(I),"Green, Gene",D,"9,673",,"84,665",
TX,29,,"Dittmar, Ray",LBT,*,,"1,204",
TX,29,,"Goforth, Allen H.",R,"3,685",,,
TX,29,,"Vu, Joe",R,"3,960",,"29,606",
TX,30,(I),"Johnson, Eddie Bernice",D,"20,119",,"109,163",
TX,30,,"Rush, Kelly",LBT,*,,"9,798",
UT,1,,"Collinwood, Kathleen McConkie",D,*,,"71,229",
UT,1,,"Anderson, Hartley D.",IAP,*,,"5,131",
UT,1,,"Wadsworth, Reva E.",IAP,,,,
UT,1,,"Seely, Dave Starr",LBT,*,,"3,151",
UT,1,,"Frandsen, Matthew D.",NL,,,"1,703",
UT,1,(I),"Hansen, James V.",R,*,,"180,591",
UT,2,,"Matheson, Jim",D,*,,"145,021",
UT,2,,"Bangerter, Bruce",IAP,*,,"4,704",
UT,2,,"Pixton, Peter",LBT,*,,"2,165",
UT,2,(I),"Cook, Merrill",R,"26,199",,,
UT,2,,"Smith, Derek W.",R,"37,494",,"107,114",
UT,2,,"Wright, Jeff",R,,,,
UT,2,,"Voris, Steven Alberts",UN,,,597,
UT,3,,"Dunn, Donald",D,*,,"88,547",
UT,3,,"Lehman, Michael J.",IAP,*,,"5,436",
UT,3,,"Burton, Kitty K.",LBT,*,,"3,570",
UT,3,,"Tolpinrud, Randall",NL,,,852,
UT,3,(I),"Cannon, Chris",R,,,"138,943",
UT,3,,"Wright, Jason F.",R,,,,
VT,0,,"Diamondstone, Pete",D,"20,539",,,
VT,0,,"Diamondstone, Pete",D/LU,,,"14,918",
VT,0,,"Rogers, Jack",GRT-VT,,,"4,799",
VT,0,(I),"Sanders, Bernie",I,,,"196,118",
VT,0,,"Skrill, Stewart",I,,,"11,816",
VT,0,,"Krymkowski, Daniel H.",LBT,,,"2,978",
VT,0,,"Kerin, Karen Ann",R,"47,632",,"51,977",
VT,0,,Scattered,W,,,760,
VT,0,,"Sanders, Bernie",W(D),"1,337",,,
VT,0,,Scattered,W(D),710,,,
VT,0,,"Sanders, Bernie",W(R),895,,,
VT,0,,Scattered,W(R),"2,981",,,
VA,1,,"Bell, Ron",D,,,,
VA,1,,"Davies, Lawrence A.",D,*,,"97,399",
VA,1,,"Pash, Gary",D,,,,
VA,1,,"Billings, Josh",I,,,"4,082",
VA,1,,"Wood, Sharon A.",I,,,"9,652",
VA,1,,"Cunningham, Robert L.",R,"2,686",,,
VA,1,,"Davis, Jo Ann S.",R,"14,274",,"151,344",
VA,1,,"Jost, Paul C.",R,"12,171",,,
VA,1,,"Rothfeld, Michael I.",R,"8,932",,,
VA,1,,"Short, Philip G.",R,"2,535",,,
VA,1,,Scattered,W,,,537,
VA,2,,"Wagner, Jody M.",D,*,,"90,328",
VA,2,,"Schrock, Edward L. ""Ed""",R,Unopposed,,"97,856",
VA,2,,Scattered,W,,,145,
VA,3,(I),"Scott, Robert C. ""Bobby""",D,Unopposed,,"137,527",
VA,3,,Scattered,W,,,"3,226",
VA,4,(I),"Sisisky, Norman",D,Unopposed,,"189,787",
VA,4,,Scattered,W,,,"2,108",
VA,5,,"Boyd, John W., Jr.",D,*,,"65,387",
VA,5,,"Hale, Allen",D,,,,
VA,5,(I),"Goode, Virgil H. Jr.",I,,,"143,312",
VA,5,,"Spence, Joseph S.",I,,,"3,936",
VA,5,,Scattered,W,,,70,
VA,6,(I),"Goodlatte, Robert W. ""Bob""",R,*,,"153,338",
VA,6,,Scattered,W,,,"1,145",
VA,7,,"Stewart, Warren",D,*,,"94,935",
VA,7,,"Cantor, Eric I.",R,"20,902",,"192,652",
VA,7,,"Martin, Stephen H. ""Steve""",R,"20,639",,,
VA,7,,Scattered,W,,,304,
VA,8,(I),"Moran, James P. Jr.",D,*,,"164,178",
VA,8,,"Crickenberger, Ronald V.",I,,,"3,483",
VA,8,,"Herron, Richard Lee ""Rick""",I,,,"2,805",
VA,8,,"Miller, Demaris H.",R,*,,"88,262",
VA,8,,"Rigler, Maeve T.",R,,,,
VA,8,,Scattered,W,,,471,
VA,9,(I),"Boucher, Frederick C. ""Rick""",D,*,,"137,488",
VA,9,,"Osborne, Michael D. ""Oz""",R,*,,"59,335",
VA,9,,Scattered,W,,,32,
VA,10,,"Brown, Brian M.",I,,,"28,107",
VA,10,,"Rossi, Marc A.",I,,,"16,031",
VA,10,(I),"Wolf, Frank R.",R,Unopposed,,"238,817",
VA,10,,Scattered,W,,,682,
VA,11,,"Bellanca, Tom",D, ,,,
VA,11,,"Corrigan, M. L. ""Mike""",D,*,,"83,455",
VA,11,,"Westover, Robert",D, ,,,
VA,11,,"Levy, C. W. ""Levi""",I,,,"4,059",
VA,11,,"McBride, Robert K.",I,,,"4,774",
VA,11,(I),"Davis, Thomas M. III",R,Unopposed,,"150,395",
VA,11,,Scattered,W,,,285,
VI,0,(I),"Christian-Christensen, Dr. Donna M.",D,Unopposed,,"19,021",
VI,0,,"Frazer, Victor O.",I,,,"3,569",
VI,0,,"Estemac, Jorge J.",ICM,Unopposed,,"1,626",
VI,0,,"Balch, Charles",W,,,1,
VI,0,,"Basttiste, Leale",W,,,1,
VI,0,,"Bryan, Jean",W,,,2,
VI,0,,"Cromwell, Rosa White",W,,,1,
VI,0,,"de Lugo, Ron",W,,,2,
VI,0,,"Douglas, Dena",W,,,1,
VI,0,,"Hairston, Linda",W,,,1,
VI,0,,"Hodge, John",W,,,1,
VI,0,,"Isaac, Stephan J.",W,,,1,
VI,0,,"Jacobs, Stanley",W,,,1,
VI,0,,"Les, Hasseen I.",W,,,1,
VI,0,,"Lindsey, Renalo",W,,,1,
VI,0,,"Maynard, Bianca",W,,,1,
VI,0,,"Mc Henry, Howard J.",W,,,1,
VI,0,,"Monsanto, Liston",W,,,1,
VI,0,,"Nekitt, Bevelis",W,,,1,
VI,0,,None,W,,,1,
VI,0,,None of the Above,W,,,2,
VI,0,,"Thomas, Austin",W,,,1,
VI,0,,"Tobias, St. Clair",W,,,1,
VI,0,,"Top, Sam",W,,,1,
VI,0,,"Topp, Sam",W,,,2,
VI,0,,"Vialet, Fred Jr.",W,,,1,
VI,0,,"Wollcott, Phyllis",W,,,1,
WA,1,(I),"Inslee, Jay",D,"80,362",,"155,820",
WA,1,,"Newman, Bruce",LBT,"3,950",,"7,993",
WA,1,,"McDonald, Dan",R,"60,303",,"121,823",
WA,2,,"Larsen, Rick",D,"68,315",,"146,617",
WA,2,,"Andrews, Stuart",LBT,"4,274",,"7,672",
WA,2,,"Johnson, Glen S.",NL,"2,412",,"4,231",
WA,2,,"Koster, John",R,"72,244",,"134,660",
WA,3,(I),"Baird, Brian",D,"81,240",,"159,428",
WA,3,,"Lewis, Erne",LBT,"5,332",,"8,375",
WA,3,,"Matson, Trent R.",R,"58,077",,"114,861",
WA,4,,"Davis, Jim",D,"42,337",,"87,585",
WA,4,,"Krauss, Fred D.",LBT,"3,684",,"4,260",
WA,4,(I),"Hastings, Doc",R,"79,683",,"143,259",
WA,4,,"Pross, Gordon Allen",R,"5,420",,,
WA,5,,"Flynn, Tom",D,"15,609",,,
WA,5,,"Keefe, Tom",D,"30,263",,"97,703",
WA,5,,"Holmes, Greg",LBT,"3,129",,"9,473",
WA,5,,"Clear, Richard",R,"28,373",,,
WA,5,(I),"Nethercutt, George R. Jr.",R,"64,341",,"144,038",
WA,6,(I),"Dicks, Norm",D,"103,131",,"164,853",
WA,6,,"Bennett, John",LBT,"6,311",,"10,645",
WA,6,,"Chovil, William Edward",R,"7,882",,,
WA,6,,"Lawrence, Bob",R,"38,817",,"79,215",
WA,7,(I),"McDermott, Jim",D,"94,450",,"193,470",
WA,7,,"Szwaja, Joe",GRN,"16,214",,"52,142",
WA,7,,"Grus, Joel",LBT,"10,546",,"20,197",
WA,8,,"Behrens-Benedict, Heidi",D,"54,449",,"104,944",
WA,8,,"McIlroy, Bernard",LBT,"3,059",,"6,269",
WA,8,(I),"Dunn, Jennifer",R,"89,133",,"183,255",
WA,9,(I),"Smith, Adam",D,"70,901",,"135,452",
WA,9,,"Wright, Jonathan V.",LBT,"3,569",,"7,405",
WA,9,,"Snell, Gary",R,"9,322",,,
WA,9,,"Vance, Chris",R,"34,861",,"76,766",
WV,1,(I),"Mollohan, Alan B.",D,"79,036",,"170,974",
WV,1,,"Kerr, Richard",LBT,133,,"23,797",
WV,2,,"Hechler, Ken",D,"21,451",,,
WV,2,,"Humphreys, Jim",D,"37,810",,"103,003",
WV,2,,"Taylor, Beth",D,"5,141",,,
WV,2,,"Walker, Martha Yeager",D,"22,985",,,
WV,2,,"Brown, John",LBT,86,,"12,543",
WV,2,,"Capito, Shelley Moore",R,"33,667",,"108,769",
WV,3,(I),"Rahall, Nick Joe II",D,"87,959",,"146,807",
WV,3,,"Robinson, Jeff",LBT,69,,"13,979",
WI,1,,"Graf, John",D,"6,459",,,
WI,1,,"Thomas, Jeffrey C.",D,"9,859",,"88,885",
WI,1,(I),"Ryan, Paul D.",R,"15,915",,"177,612",
WI,1,,Scattered,W,,,294,
WI,1,,Scattered,W(D),12,,,
WI,1,,Scattered,W(R),15,,,
WI,2,(I),"Baldwin, Tammy",D,"25,467",,"163,534",
WI,2,,"Sharpless, John",R,"18,344",,"154,632",
WI,2,,Scattered,W,,,214,
WI,2,,Scattered,W(D),128,,,
WI,2,,Scattered,W(R),37,,,
WI,2,,Scattered,W(WG),1,,,
WI,3,(I),"Kind, Ron",D,"22,192",,"173,505",
WI,3,,"Tully, Susan",R,"23,921",,"97,741",
WI,3,,Scattered,W,,,966,
WI,3,,Scattered,W(D),50,,,
WI,3,,Scattered,W(R),45,,,
WI,3,,Scattered,W(WG),2,,,
WI,4,(I),"Kleczka, Jerry",D,"12,765",,"163,622",
WI,4,,"Rajnovic, Nikola",LBT,71,,"3,705",
WI,4,,"Blenski, Roman R.",R,"1,859",,,
WI,4,,"Riener, Tim",R,"4,513",,"101,811",
WI,4,,Scattered,W,,,127,
WI,4,,Scattered,W(D),73,,,
WI,4,,Scattered,W(LBT),0,,,
WI,4,,Scattered,W(R),15,,,
WI,5,(I),"Barrett, Tom",D,"11,082",,"173,893",
WI,5,,"Smith, Jonathan",R,"3,172",,"49,296",
WI,5,,Scattered,W,,,663,
WI,5,,Scattered,W(D),55,,,
WI,5,,Scattered,W(R),21,,,
WI,6,,"Flaherty, Dan",D,"10,607",,"96,125",
WI,6,,"Moder, John L.",R,"4,713",,,
WI,6,(I),"Petri, Tom",R,"31,113",,"179,205",
WI,6,,Scattered,W,,,275,
WI,6,,Scattered,W(D),12,,,
WI,6,,Scattered,W(R),11,,,
WI,7,(I),"Obey, David R.",D,"29,099",,"173,007",
WI,7,,"Cronin, Sean",R,"15,948",,"100,264",
WI,7,,Scattered,W,,,189,
WI,7,,Scattered,W(CON),3,,,
WI,7,,Scattered,W(D),42,,,
WI,7,,Scattered,W(R),38,,,
WI,7,,Scattered,W(WG),1,,,
WI,8,,"Reich, Dean",D,"30,792",,"71,575",
WI,8,(I),"Green, Mark",R,"63,726",,"211,388",
WI,8,,Scattered,W,,,331,
WI,8,,Scattered,W(D),103,,,
WI,8,,Scattered,W(LBT),1,,,
WI,8,,Scattered,W(R),95,,,
WI,8,,Scattered,W(WG),1,,,
WI,9,,"Clawson, Mike",D,"6,949",,"83,720",
WI,9,(I),"Sensenbrenner, F. James Jr.",R,"20,295",,"239,498",
WI,9,,Scattered,W,,,237,
WI,9,,Scattered,W(D),4,,,
WI,9,,Scattered,W(R),70,,,
WY,0,,"Green, Michael Allen",D,"14,219",,"60,638",
WY,0,,"Munker, Leonard D.",D,"12,555",,,
WY,0,,"Stock, Lewis",LBT,,,"6,411",
WY,0,,"Raymond, Victor",NL,,,"3,415",
WY,0,(I),"Cubin, Barbara",R,"54,946",,"141,848",
WY,0,,"Herdt, Larry Jay",R,"10,148",,,
WY,0,,"Wenino, Dino",R,"5,515",,,
,,,,,,,,
,,,TOTALS:,,"26,164,458","275,506","99,459,594",
,,,,,Primary,Runoff,General,
